###### framework ######
Please enter your customernumber;-;
Please let me know the following details and I will grant access to the guest;-;
Please provide the google recapcha secret key if you want to us google recaptcha.;-;
Please provide the google recapcha site key if you want to us google recaptcha.;-;
Please save your changes before you go to payment;-;
Please search for a page;-;
Please search for product;-;
Please search for users.;-;
Please select;-;
Please select a list from the the list first;-;
Please select a shipment method.;-;
Please select a tax group;-;
Please select an application;-;
Please select an image from you image list;-;
Please select an item, this box will show you all the juice stuff that you can do to the selected item.;-;
Please select atleast one option;-;
Please select someone to chat with at the right side;-;
Please select the days you wish to have;-;
Please select the default kid method;-;
Please select the default payment method;-;
Please select type;-;
Please select type for this slider;-;
Please select what list you want to display here;-;
Please select your currency;-;
Please select your invoice template type;-;
Please select your language;-;
Please select your preferred places for this course and click next.;-;
Point your domain name to the following ip address:;-;
Port;-;
Port that the mailserver listens on.;-;
Post 1.1 - Tilatt føre timer på forskningsrådets midler.;-;
Post 1.1 - Tilatt føre timeslønn på fastpris.;-;
Post 1.4 - Tilatt andre kostnader på forskningsrådets midler.;-;
Post number;-;
Postbox;-;
Postcode;-;
Posting date to use;-;
Posting dates, when should the posting be done in the accounting system?;-;
Postnumber;-;
Preferred payment type;-;
Prefix number before sending;-;
Press enter to search;-;
Preview mobile and settings;-;
Previouse;-;
Previouse page;-;
Price (inc taxes);-;
Price for each item;-;
Price: n/a;-;
Primary domain name;-;
Print diploma;-;
Privacy;-;
Product;-;
Product info;-;
Product list;-;
Product lists;-;
Product name;-;
Product sent to different email;-;
Product template;-;
Product title;-;
Product views;-;
ProductLists;-;
Progressive pricemodel?;-;
Project number.;-;
Project settings;-;
Projectnumber;-;
Projects;-;
Public;-;
Publication allows adding linking to online publications.;-;
PusNotification - Request control;-;
PusNotification - Request kilometers;-;
PusNotification - Request service;-;
Push the create application button to get you started.;-;
Ready to start configuring your rooms.;-;
Ready?;-;
Real estate;-;
Receiving code from lock...;-;
Reduce costs, automate your hotel, we got the tools. Select your needs and fill out the form below!;-;
Ref.nr;-;
Reference;-;
Reference placeholder;-;
Regenerate code;-;
Regenerate key;-;
Register an account at stripe and create a private key;-;
Registration;-;
Registration information;-;
Registration subject;-;
Reject;-;
Related Products;-;
Related product administration;-;
Remaining;-;
Reminder sent by sms;-;
Remove;-;
Remove access;-;
Remove application;-;
Remove from list;-;
Remove image;-;
Remove selected addons;-;
Rename;-;
Repeat password password;-;
Reporting;-;
Reports;-;
Reports are important;-;
Reports are important for the day to day operations and I know that. However no bookings has been registered yet, so please register a booking and come back here then.;-;
Request has already been processed.;-;
Requires group reference;-;
Resend code;-;
Reset;-;
Reset code is;-;
Reset connection (need to be done by getshop administator);-;
Reset permissions;-;
Restaurant System;-;
Return stock if order is canceled?;-;
Room has been deleted;-;
Room not paid;-;
Room types;-;
Rooms has been overbooked;-;
Rows are created by multiple cells, you can combine them in any way you like. To do more options you need to learn the advanced mode. Click on the layout you wish to use.;-;
SEO;-;
SKU;-;
SMS Car notification;-;
SMS signup;-;
SWIFT;-;
Sales ($year);-;
Samlefaktura is used when you want to make orders that are used when you want to group together many bookings. Example, there are two bookings on two different periodes. Make as many orders as you want with this option, then at any point group them togheter and make one order for them.;-;
Sandbox;-;
Sandbox?;-;
Save Comment;-;
Save SKUs;-;
Save card;-;
Save comment;-;
Save current template;-;
Save data;-;
Save file location;-;
Save image;-;
Save product;-;
Save project;-;
Save taxes;-;
Save this offer for later;-;
Save ticket;-;
Save translation;-;
Save workpackage;-;
Save your settings;-;
Saved;-;
Saved cards;-;
Scrollmenu;-;
Search (leave blank to see all);-;
Search for company;-;
Search for users;-;
Search youtube;-;
Secondary domain name;-;
Secondary title;-;
Secret;-;
Secret token;-;
Sedox Databank Theme;-;
Sedox Performance Configuration;-;
Sedox Search Products;-;
See complete order;-;
See result;-;
Select a picture from your local hard-drive, upload it and display it to your page viewers;-;
Select application;-;
Select each property for the new user which will be created after merging. The merged users will be deleted!;-;
Select end date;-;
Select image;-;
Select one of your current location;-;
Select page layout;-;
Select range for new files;-;
Select state;-;
Select system for invoices;-;
Select system for other;-;
Select the TV you wish to adjust;-;
Select the application you would like this user to able to access.;-;
Select the recipients for this email;-;
Select type;-;
Select users you wish to send test to;-;
Select what type you wish to add, then enter username and password before you click Add Server button.;-;
Select your theme;-;
Selected a coupon;-;
Selected category;-;
Selected language;-;
Selected room;-;
Self Checkin Terminals;-;
Send Email;-;
Send SMS;-;
Send days before;-;
Send email;-;
Send email to customers;-;
Send email when event is canceled?;-;
Send newsletter;-;
Send newsletter to recipients;-;
Send paymentlink to guest?;-;
Send preview;-;
Send questbacks email;-;
Send reminder;-;
Send reminders/diplom;-;
Send sms when event is canceled?;-;
Send sms/email to customer?;-;
Send test created email;-;
Send tests;-;
Senders id;-;
Serial number;-;
Set Code Size;-;
Set application sticky;-;
Set as slideview;-;
Set connected appid;-;
Set date;-;
Set page layout;-;
Set sorting alpha descending;-;
Set the amount the customer should be able to buy files for. Blank = default values.;-;
Set up and configure your categories.;-;
Set up the nesesarry information to configure avtalegiro.;-;
Set your password;-;
Setup button;-;
Shipment taxes;-;
Shipper;-;
Shipping settings;-;
Shopping cart;-;
Should Fjincadeau be activated?;-;
Should Mister Cash be activated?;-;
Should Podium be activated?;-;
Should Sofort Banking be activated?;-;
Should be turned on if you want to display a button where links to the booking schema.;-;
Should customers be transferred to accounting with a special offset?;-;
Should eBill be activated?;-;
Should have been in file for periode;-;
Should have been transferred;-;
Should iDeal be activated?;-;
Should paypal be used in test mode?;-;
Should phone number be validated and changed upon save of user?;-;
Should send email to users when created?;-;
Should send email upon transfer?;-;
Should send email when user is removed from waitinglist?;-;
Should send email when user is removed?;-;
Should send email when user signs up for waitinglist?;-;
Should send email when user signs up?;-;
Should send sms to users when created?;-;
Should send sms upon transfer?;-;
Should send sms when user is removed from waitinglist?;-;
Should send sms when user is removed?;-;
Should send sms when user signs up waitinglist?;-;
Should send sms when user signs up?;-;
Should there be a fixed;-;
Should this payment application be a choice for your customer to select?;-;
Should user receive an diploma?;-;
Should users be notified when a new test is available?;-;
Show a modal;-;
Show as boxes;-;
Show as list;-;
Show company field;-;
Show default GDPR hotel privacy declaration;-;
Show dots;-;
Show hidden fields;-;
Show location filter left for calendar;-;
Show logout counter;-;
Show more settings;-;
Show personal ids;-;
Show search result here;-;
Show settings;-;
Show stock status on product?;-;
Show the description for days.;-;
Signature;-;
Signup emails / sms;-;
Signup emails / sms (waitinglist);-;
Simple cartuning application.;-;
Simplemode will display the contentmanager with less options, the design has then to go with the theme design.;-;
Simply enter the name of the booker and press create user;-;
Site key;-;
Slett system;-;
Sliders;-;
Sms Statistic;-;
Sms Usage;-;
Sms text;-;
Sms?;-;
SmsContent;-;
Snickles;-;
Some global settings for the contentmanager;-;
Some global settings for the image displayer;-;
Some settings are important for google and other search engines, and this is where you can configure them.;-;
Sorry to hear that, Are you sure that you want to delete your store?;-;
Sorry, i can't help you;-;
Sorry, no result found.;-;
Sorry, we do not have any related products to this product;-;
Sorry, we do not have any rooms to add yet.;-;
Sorting;-;
South west corner latitude;-;
South west corner longitude;-;
Specify a title for your webshop. this will be displayed on the tabs in etc chrome.;-;
Specify an airgram account.;-;
Specify boundaries the map should restrict itself to. Leave it empty to avoid boundaries. Or add multiple rectangular fields as constraints.;-;
Specify expiry date;-;
Specify when the trigger should run?;-;
Standard page;-;
Start adding a new company;-;
Start adding pictures to your webshop, create this application and start uploading images.;-;
Start editing this site;-;
Start entering the page name you want this button to link to.;-;
Start my store now;-;
Start payment process;-;
Start time;-;
Start up price;-;
State;-;
Stay;-;
Step;-;
Stock Control;-;
Stock Quantity;-;
Store ids;-;
Street address;-;
Street address of the customer;-;
Subject;-;
Sublocation of the event;-;
Success, the button now links to the selected page;-;
Success, will now show the modal;-;
Support;-;
Supports ssl callbacks?;-;
Swift number;-;
Sync All Costumers;-;
Sync All Orders;-;
Sync All Product;-;
Systemnummer;-;
Systems;-;
Systems in group;-;
TV Settings;-;
Tabs;-;
Tax code accounting;-;
Tax group;-;
Tax rate;-;
Taxgroup;-;
Teamviewer;-;
Template used when sending automatic reminders by email;-;
Template used when sending automatic reminders by sms;-;
Test email account;-;
Test mode;-;
Test order;-;
Tests sent;-;
Text;-;
Text area;-;
Text description;-;
Text heading;-;
Text message (This message will be sent if checkbox above is checked);-;
Text saved;-;
Text title;-;
Thank you for choosing;-;
Thank you, candidate has been approved;-;
Thank you, candidate has been removed from the event;-;
The Coupon name can not be blank.;-;
The Merchant-ID is provided by Dibs, please contact us for more information.;-;
The Merchant-ID is provided by Epay, please contact us for more information.;-;
The Merchant-ID is provided by NetAxept, please contact us for more information.;-;
The address is already taken or invalid.;-;
The api id from Clickatell;-;
The availability view gives you a total overview of all the rooms and who needs the different rooms.;-;
The booking was not found;-;
The cell phone number to the owner of this account.;-;
The current stock quantity.;-;
The databasename to the SQL visma server.;-;
The description;-;
The discount can not be 0 or the amount of times coupons can be used can not be 0;-;
The facebook page is not valid;-;
The guest has not used his code yet.;-;
The id for the image that is used for the group;-;
The ip adress to the terminal $offset;-;
The licenseplate for the car;-;
The md5 key found in the dibs admin panel (for flexwin).;-;
The message itself;-;
The name of the booker, if a company this is the company name. If its a private person its the name of the person.;-;
The name of this payment method;-;
The newsletter is now being sent.;-;
The org id for the company to add;-;
The password for your smtp server.;-;
The password you get from clickatell, this is something personal.;-;
The paypal account has not been configured correctly. Go to settings and configure it properly;-;
The percentage must be between 0 and 100;-;
The pushover id;-;
The room has been blocked;-;
The secret key to validate callbacks for, created in the epay admin panel.;-;
The serial number for the application (found at the end of application the developement portal).;-;
The text has been saved;-;
The things you searched for does not exists, please try another search word!;-;
The total cost of the product, included taxes.;-;
The total here is only for the rooms itselfs, it does not contain addons unless they are included in the roomprice;-;
The translation has been saved;-;
The userid to authenticate to vipps.;-;
The username for your smtp server.;-;
The username to the SQL visma server.;-;
The vipps clientsid.;-;
There are a few default behavoirs that can be changed.;-;
There are multiple emails sent from your system and we have gather them all here so you can explore them, modify them and add the content you want. Unformatunally emails are not that easy so it requires a bit html skills to set them up. Dont be afraid to test it for yourself and let us know if you need help to modify them.;-;
There are no products in this list;-;
There are two different types of coupons, fixed price and percentage price. Fixed price is giving your valued customers a fixed rate off for each time they buy something from the store. The Percentage price gives a percentage discount to your total cost of the cart.;-;
There is no comments added to this user yet.;-;
There is no products added to this list, manage your productlists from the settings.;-;
There is nothing that be created payments for.;-;
This application allows Editors and Adminsitrators to setup and manage questbacks;-;
This application enables you to upload images and display them as a gallery with thumbnails.;-;
This application gives you the ability to control your stocks, simply change how many you have in stock on each product.;-;
This category displayer is currently empty. To create a new category please click the create new category button below.;-;
This cleaning section gives you the oportunity to communicate with the cleaning personell by entering a text in the area below. The message will be displayed in the getshop.express area.;-;
This company does not have any candidates yet.;-;
This description will show up in list views, if blank it will take the first part of the larger description.;-;
This feature gives you an extra layer of security.;-;
This footer application contains the footer information for your webshop, all menu entries are sorted.;-;
This gallery gives you the ability to display images into a gallery, and even connect the images to products, categorise them by combining a category displayer, or by using a left menu.;-;
This is a code that you need to get from your google analytics account. If you need help to get it we would be more then happy to help you out, just contact our customer support by email and you will have an answer within an hour;-;
This is a test order, should not be accounted and is not part of the summaries.;-;
This is the accounting email address, its used to notify the accounting crew.;-;
This is the accounting number that will be printed on the invoice, example XXXX XX XXXXX;-;
This is the address that will be printed on the invoice, example GetShop street 13;-;
This is the city that will be printed on the invoice, example Las Vegas;-;
This is the company name that will be printed on the invoice, example GetShop;-;
This is the email address that will be printed on the invoice, example post@getshop.com;-;
This is the lists that is available to be displayed in your webshop. All products in a list will be available for search engines, customers and etc.;-;
This is the main email address, if you change this all orders, contact forms and etc will be sent to this email address.;-;
This is the post code that will be printed on the invoice, example 4380;-;
This is the title of the product, example "White cute teddy bear";-;
This is the username you receive from Clickatell when you create an account.;-;
This is the vat number that will be printed on the invoice, example 123456789;-;
This is the web address that will be printed on the invoice, example http://www.getshop.com;-;
This is used when you need to setup a scrolling page, good for onepager sites.;-;
This is useful if you want to make sure that sms are only sent to a specific country, like for instance: 47;-;
This is where you can configure your current page, special settings like search engine optimization for the current page you are browser;-;
This is where you configure the text you would like to put on your diploma. The variables helps you personalise the diploma.;-;
This menu editor has the flexibility to set up menues the way you would like to. To start editing your menu, please select one from the top left corner.;-;
This must be enabled if the user should be able to see the hidden fields.;-;
This name is used to identify the list when you add it to the frontend;-;
This payment method is used for systems that has a NETS Payment Terminal and collecting money by the terminal;-;
This room has been forced access regardless of payment!;-;
This room is clean;-;
This tax group will be possible to select in your product management.;-;
This user has received an KSV test.;-;
This will be the default kid solution.;-;
This will be the default payment method for this user.;-;
This will be the default payment method unless a user override the payment method.;-;
This will be the name of the button.;-;
This will force the users to not have the same cellphone number.;-;
This will remove all original content for this page, are you sure about this? Use the page layout tab instead if you need to change the layout and keep its page data;-;
Ticket created;-;
Tickets;-;
Tightly integrates facebook into your webshop, give users options to comment product, like products, share discounts, etc;-;
Timerate;-;
Timezone;-;
Title for the image;-;
Title of the store;-;
To;-;
To change the text, hover the mouse over the text edior and a gear will appear. Happy hunting!<br><br>;-;
To complete the process, go to the payment gateway in the top right corner;-;
To move pages, move them from the menu to the loose page area, then drag the loose page into another menu.;-;
To translate all visible text for your users, translate the entries below, and hit the save translation button.;-;
Toggle able to zoom;-;
Toggle advanced mode;-;
Toggle decimals on product prices;-;
Toggle on/off bottom area;-;
Toggle small cartview;-;
Toggle thumbnails;-;
Token;-;
Token blanked after saving.;-;
Token needed;-;
Token subscription key;-;
Token subscription key.;-;
Tomorrow;-;
Total amount that will be drawn from you account;-;
Total ex taxes;-;
Total inc taxes;-;
Total orders;-;
Total orders registered;-;
Total page views;-;
Total price;-;
Total product views;-;
Total products;-;
Total sales;-;
Total users created;-;
Total views;-;
Tracking number;-;
Transaction id;-;
Transfer;-;
Transfer active bookings;-;
Transfer all files from the old system;-;
Transfer existing domain;-;
Transfer gateways;-;
Transfer new files to ftp;-;
Transfer to;-;
Transfer to accounting;-;
Transfer user from one event to another;-;
Transferred to accounting;-;
Translation;-;
Translations;-;
Tried to transfer;-;
Trigger schedule crontab;-;
Turn this on if you wish to remove the mainmenu/backend for editors.;-;
Turn this on to make sure that only one user can be assigned to each group.;-;
Type 1;-;
Type 2;-;
Type 3;-;
Type 4;-;
Type to search;-;
UA;-;
Unassign all future bookings;-;
Unassigned;-;
Unassigned users;-;
Uncatagorized;-;
Ungrant access regardless of payment;-;
Unhide event;-;
Unique identifier;-;
Unique identifier that can be used to identify this store over api.;-;
Unlink entry;-;
Unlock complete modules ready for use. A module contains multiple applications and is a larger piece that can be used in you webpage.;-;
Unlock event;-;
Unsaved changes;-;
Unset transferred to accounting;-;
Unsupported data format;-;
Update password;-;
Update permissions;-;
Updated successfully;-;
Updating;-;
Upgrade your website to become a fully customizable e-commerce solution. We offer a variouse of payment methods!;-;
Uplaod image;-;
Upload;-;
Upload a favicon to your site.;-;
Upload image;-;
Upload image from your computer;-;
Upload in progress, please wait.;-;
Upload picture;-;
Uploading logo;-;
Url;-;
Use flexwin;-;
Use this application to setup the emails sent from your webshop, like order confirmation etc.;-;
Use your GetShop credit to buy this picture.;-;
Used for answering questbacks;-;
Used for configuring different emails sent from the system;-;
User - File Ready Notification - With Attachment;-;
User - File Ready Notification - Without Attachment;-;
User - Upload Notification;-;
User Merge;-;
User created email;-;
User level;-;
User removed emails / sms;-;
User removed emails / sms (waitinglist);-;
User settings;-;
Usergroups;-;
Userlevel;-;
Userlist;-;
Username;-;
Users;-;
Users checkin today;-;
Users checkout today;-;
Users connected to this company;-;
Users created;-;
Users in group;-;
Users logged on;-;
Users need approval;-;
Users settings;-;
Users to include;-;
VAT number;-;
VIP user - $0;-;
VIP?;-;
Variables allowed;-;
Variables that can be used in email and subject;-;
Variations;-;
Vat Number;-;
Vat number;-;
Vat number / Birthday;-;
View product;-;
Viewed when;-;
Visma account to debit;-;
Visma address;-;
Visma database;-;
Visma username;-;
Waiting for the room to be cleaned;-;
Warn users that cookies are being stored from this site?;-;
Warn users that we use cookies.;-;
Warning! this store will automatically be reset to original state each hour;-;
Warning. you are not connected as a partner yet, please contact getshop support!;-;
We always encrypt all passwords, so if you loose your password you need to reset it as we can not recover them. This is for your own security;-;
We do not have enough data to provide you with a diagram, contact ProMeister to find out why.;-;
We have not found a module that this applications fits into. If you have a suggestion where this applications belongs, please let us know by emailing post@getshop.com.;-;
We offer multiple shipping methods, this is the standard one that is not integraded to any third parties. If need something more advanced you can activate some of our other shipping applications under "Applications".;-;
Web address;-;
Website;-;
Welcome to email settings.;-;
Welcome, enjoy configuring your menu.;-;
What did your guests do on your site?;-;
What do you want me to do?;-;
What is deepfreeze? Well, if you activate deepfreeze you basically put all options on hold, all changes made after deepfreezeing will be purged each hour.;-;
What is the shipment taxes?;-;
What is the visma payment type.;-;
What prefix should the orders be set at;-;
What should the reference be for this.;-;
What should the subject be, user created?;-;
What should the subject be?;-;
What stores should it be allowed for?;-;
What type of button is this?;-;
What would you like to do?;-;
When;-;
When a customer places a order, should he/she receive an email with a confirmation?;-;
When adding this coupon, everything bought by this user will get this discount.;-;
When transferring to account, transfer all orders to this customer number;-;
When you create payments with this option you will be able to collect the payment by SMS and email. What happens is that a link is sent to the customer and they can pay by VISA, MasterCard etc.;-;
When you update information here, you will change it for all other bookings connected to this user.;-;
Where do you want this row?;-;
Where should the file be saved?;-;
Who to blame;-;
Will be in file for periode;-;
Will display how long time it is until you log out, reload needed (press f5) after activation.;-;
With this application you can easilly get an overview of your customers that has booked something into the calendar.;-;
Withdraw from stock when order is created;-;
Work Packages;-;
Work with your lists below or create one. Lists are used for categorizing, filtering and etc in products overview.;-;
Wrong answer;-;
Wubook id;-;
Yesterday;-;
You are currently impersonating;-;
You are probably eager to get started with setting up your products. GetShop is a two-phase product process. First you create a product and put all of your products into the pool. Then you can go to the frontend and place your products where you want.;-;
You can close this by pressing the X on the right corner.;-;
You can create a new company here.;-;
You can create one by clicking on the new product button to the left.;-;
You can not create a question under a question;-;
You can not create more orders, please edit the amount for the booking or remove an existing order.;-;
You can use tabmode if you wish to add content in multiple tabs, adding this will allow you to create as many tabs as you wish and add a variouse of content to it.;-;
You cant change closed orders. This is because they are in a state where they either are completed, or sent to customer awaiting payment etc.;-;
You currently dont have any tests, please contact admin to get access to one;-;
You did not enter a valid number;-;
You do not have any conference rooms registered yet, go to room configuration and add your first conference room.;-;
You dont have any cupons added.;-;
You got other persons that needs our courses? create an account and sign them you yourself.;-;
You have already answered this question.;-;
You have answered incorrectly, please check your answers and try again;-;
You have asked me to close the room and I have done so.;-;
You have not created any groups yet;-;
You have not created any lists yet, you need to create one first. Click the button below or go to the adminpage.;-;
You have not created any products yet!;-;
You have not created any products, thats why you can not see them here.;-;
You have not created any systems yet;-;
You have not yet created any web shops, create one and they will be listed here.;-;
You have used to long time to complete the checkout, please go back and try again;-;
You need to create rooms before you can continue.;-;
You need to prepay for you stay, check that the information above is correct and then hit the Pay button below on the orders below.;-;
You need to select atleast one user to send your email to.;-;
You need to wait until all uploads has completed before you can do more modifications.;-;
YouTube movie search;-;
Your;-;
Your current account balance;-;
Your email can not be empty;-;
Your favicon;-;
Your image list;-;
Your menus;-;
Your merchant account is deactivated, please check with sisow to get it activated.;-;
Your merchant id, this id is something that sisow is providing you.;-;
Your merchant key and id is correct;-;
Your merchant key or id is incorrect, please recheck it;-;
Your merchant key, this id is something that sisow is providing you.;-;
Your message has been sent!;-;
Your passwords does not match, please try again.;-;
Your personal information has been updated.;-;
Your product lists;-;
Your reset code;-;
Your site has been deleted;-;
Youtube;-;
ascender;-;
bambora payment services allows you to start charging with visa / mastercard / and other card vendors. its extremly easy to use. prices for using this application is provided by dibs, and you will be contacted by dibs when adding this application.;-;
click to upload a logo;-;
customer postcode;-;
days time;-;
decender;-;
dibs payment services allows you to start charging with visa / mastercard / and other card vendors. its extremly easy to use. prices for using this application is provided by dibs, and you will be contacted by dibs when adding this application.;-;
fraktguiden is a norwegian application for keeping track of norwegian shipment prices, shipment tracking etc.;-;
imageId;-;
invoice_city;-;
is available.;-;
is not a valid domain name.;-;
is not available, please try another one.;-;
latitude;-;
left sidebar;-;
longitide;-;
more;-;
number of rows;-;
page is now set as home page;-;
right sidebar;-;
room(s);-;
search;-;
select;-;
selected;-;
sms;-;
the unique identifier to this system;-;
this application gives you the ability to setup fixed shipping price;-;
this is restricted to owner only;-;
to;-;
track;-;
unique visitors found in total.;-;
when;-;
xxxx-xxxx-xxxx-xxxx;-;
xxxx-xxxx-xxxx-xxxx);-;
zoom;-;
{extra-comment-from-admin} - Comment - This is the comment admin can write additionally;-;
{link-to-product} - Product - Link;-;
{order-credit} - Order - Credit Amount;-;
{product-comment} - Product - Comment;-;
{product-file-names} - Product - File List - Names;-;
{product-file-type-and-information} - Product - File List - Type & Extra Information;-;
{product-fullname} - Product - Name;-;
{product-geartype} - Product - Gear Type;-;
{product-id} - Product - ID;-;
{product-reference} - Product - (License plate);-;
{product-requestinformation} - Requestinformation;-;
{product-tool} - Product - Tool;-;
{product-withdraw-credit} - Withdraw credit?;-;
{special-info} - Product - Special Information;-;
{user-creditbalance} - User - Credit Balance;-;
{user-email} - User - Email Address;-;
{user-id} - User - ID;-;
{user-name} - User - Name;-;


